ingredient,count,used %,effects,main effect
isobutylamido-thiazolyl-resorcinol,20,0.03,['skin brightening'],skin brightening
indole-acetic-acid,20,0.03,[''],
conobea-scoparioides-leaf-oil,20,0.03,['perfuming'],perfuming
ceteth-25,19,0.02,"['surfactant/cleansing', 'emulsifying', 'surfactant/cleansing']",surfactant/cleansing
sh-polypeptide-7,19,0.02,[''],
biota-orientalis-leaf-extract,19,0.02,['moisturizer/humectant'],moisturizer/humectant
peg-14,19,0.02,"['moisturizer/humectant', 'solvent']",moisturizer/humectant
hydrolyzed-barley-protein,19,0.02,[''],
quercus-alba-bark-extract,19,0.02,[''],
morinda-citrifolia-callus-culture-lysate,19,0.02,[''],
opuntia-streptacantha-stem-extract,19,0.02,['moisturizer/humectant'],moisturizer/humectant
ci-74260,19,0.02,['colorant'],colorant
lilium-candidum-leaf-cell-extract,19,0.02,[''],
coral-powder,19,0.02,['abrasive/scrub'],abrasive/scrub
salvia-sclarea-flower-oil,19,0.02,['perfuming'],perfuming
polyurethane-crosspolymer-1,19,0.02,[''],
lactobacillus-ferment-filtrate,19,0.02,[''],
cocoyl-hydrolyzed-collagen,19,0.02,['surfactant/cleansing'],surfactant/cleansing
ficus-carica-extract,19,0.02,[''],
aminoethylphosphinic-acid,19,0.02,[''],
lysine-carboxymethyl-cysteinate,19,0.02,[''],
chlorella-protothecoides-oil,19,0.02,['emollient'],emollient
ptychopetalum-olacoides-bark-stem-extract,19,0.02,[''],
benzimidazole-diamond-amidoethyl-urea-carbamoyl-propyl-polymethylsilsesquioxane,19,0.02,['colorant'],colorant
bambusa-vulgaris-sap-extract,19,0.02,['emollient'],emollient
curcuma-longa-leaf-extract,19,0.02,[''],
orchis-morio-flower-extract,19,0.02,['soothing'],soothing
avena-sativa-straw-extract,19,0.02,[''],
shellac,19,0.02,"['emollient', 'viscosity controlling']",emollient
crataegus-monogyna-fruit-extract,19,0.02,[''],
zingiber-officinale-water,19,0.02,[''],
tetrapotassium-pyrophosphate,19,0.02,"['buffering', 'chelating']",buffering
dimethiconol-stearate,19,0.02,['emollient'],emollient
hibiscus-sabdariffa-flower,19,0.02,[''],
polyglyceryl-10-dipalmitate,19,0.02,"['emollient', 'emulsifying']",emollient
sinorhizobium-meliloti-ferment-filtrate,19,0.02,[''],
peg-30-glyceryl-stearate,19,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
alpinia-speciosa-leaf-extract,19,0.02,[''],
pentapeptide-34-trifluoroacetate,19,0.02,['emollient'],emollient
glechoma-hederacea-extract,19,0.02,[''],
vitex-trifolia-fruit-extract,19,0.02,[''],
aluminum-glycinate,19,0.02,['buffering'],buffering
ferric-chloride,19,0.02,[''],
potassium-acrylates-copolymer,19,0.02,[''],
aluminum-sucrose-octasulfate,19,0.02,[''],
peg-32-stearate,19,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
rosa-centifolia-flower,19,0.02,[''],
isocetyl-myristate,19,0.02,['emollient'],emollient
glycereth-18,19,0.02,['moisturizer/humectant'],moisturizer/humectant
phaseolus-angularis-seed-powder,19,0.02,['viscosity controlling'],viscosity controlling
myrothamnus-flabellifolia-callus-culture-extract,19,0.02,"['antioxidant', 'moisturizer/humectant']",antioxidant
octyldodecyl-olivate,19,0.02,[''],
malva-sylvestris-flower-leaf-extract,19,0.02,[''],
wheat-germ-extract,19,0.02,[''],
sargassum-muticum-extract,19,0.02,[''],
isoceteth-25,19,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
zingiber-aromaticus-extract,19,0.02,[''],
camellia-sinensis-root-extract,19,0.02,['perfuming'],perfuming
hedychium-spicatum-extract,19,0.02,[''],
toluene-sulfonic-acid,19,0.02,['surfactant/cleansing'],surfactant/cleansing
quercus-suber-bark-extract,19,0.02,[''],
ilex-aquifolium-leaf-extract,19,0.02,[''],
acrylic-acid,19,0.02,[''],
bis-pg-amodimethicone,19,0.02,[''],
disodium-distyrylbiphenyl-disulfonate,19,0.02,"['surfactant/cleansing', 'viscosity controlling']",surfactant/cleansing
diaminopyrimidine-oxide,19,0.02,[''],
adansonia-digitata-leaf-extract,19,0.02,[''],
acetyl-tetrapeptide-17,19,0.02,[''],
rosa-damascena-flower,19,0.02,[''],
trimethylsiloxysilicate-dimethiconol-crosspolymer,19,0.02,['viscosity controlling'],viscosity controlling
narcissus-poeticus-flower-wax,19,0.02,[''],
malpighia-emarginata-seed-extract,19,0.02,[''],
peg-20-castor-oil,19,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
methyl-2-octynoate,19,0.02,['perfuming'],perfuming
trideceth-15,19,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
luffa-cylindrica-fruit-leaf-stem-extract,19,0.02,[''],
agastache-rugosa-extract,19,0.02,"['antimicrobial/antibacterial', 'antioxidant']",antimicrobial/antibacterial
eperua-falcata-bark-extract,19,0.02,[''],
nepeta-sibirica-flower-leaf-stem-extract,19,0.02,['moisturizer/humectant'],moisturizer/humectant
triethylhexyl-trimellitate,19,0.02,['emollient'],emollient
rubus-idaeus-fruit,18,0.02,[''],
chamaecyparis-obtusa-oil,18,0.02,[''],
buddleja-davidii-meristem-cell-culture,18,0.02,"['antioxidant', 'soothing']",antioxidant
lysophosphatidic-acid,18,0.02,[''],
oligopeptide-4,18,0.02,[''],
almond-borage-linseed-olive-acids-glycerides,18,0.02,"['antioxidant', 'emollient']",antioxidant
galactaric-acid,18,0.02,['chelating'],chelating
sh-decapeptide-9,18,0.02,[''],
caffeoyl-tripeptide-1,18,0.02,['antioxidant'],antioxidant
10-hydroxydecenoic-acid,18,0.02,[''],
prunus-cerasus-flower-extract,18,0.02,[''],
manganese-chloride,18,0.02,[''],
glycyrrhiza-glabra-root-powder,18,0.02,[''],
vincetoxicum-atratum-extract,18,0.02,[''],
triisopropanolamine,18,0.02,['buffering'],buffering
hexylglycerin,18,0.02,['moisturizer/humectant'],moisturizer/humectant
gastrodia-elata-root-extract,18,0.02,[''],
bis-isobutyl-peg-ppg-10-7-dimethicone-copolymer,18,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
aluminum-stearates,18,0.02,"['emollient', 'viscosity controlling']",emollient
gluconobacter-honey-ferment-filtrate,18,0.02,[''],
c12-13-alkyl-glyceryl-hydrolyzed-hyaluronate,18,0.02,[''],
mentha-citrata-leaf-extract,18,0.02,['perfuming'],perfuming
theobroma-cacao-powder,18,0.02,[''],
heptasodium-hexacarboxymethyl-dipeptide-12,18,0.02,[''],
tripeptide-2,18,0.02,[''],
nelumbo-nucifera-leaf-cell-extract,18,0.02,[''],
naringenin,18,0.02,[''],
rubus-idaeus-fruit-water,18,0.02,[''],
c10-30-alkyl-acrylate,18,0.02,[''],
polyepsilon-lysine,18,0.02,[''],
magnolia-kobus-branch-flower-leaf-extract,18,0.02,[''],
sodium-cocoyl-hydrolyzed-amaranth-protein,18,0.02,[''],
sodium-thiosulfate,18,0.02,[''],
polyacrylate-33,18,0.02,['viscosity controlling'],viscosity controlling
propoxytetramethyl-piperidinyl-dimethicone,18,0.02,[''],
magnolia-biondii-flower-extract,18,0.02,[''],
jasminum-officinale-flower-oil,18,0.02,['perfuming'],perfuming
sodium-sarcosinate,18,0.02,['viscosity controlling'],viscosity controlling
disodium-peg-12-dimethicone-sulfosuccinate,18,0.02,['surfactant/cleansing'],surfactant/cleansing
peg-6-isostearate,18,0.02,['emulsifying'],emulsifying
citrus-paradisi-peel-extract,18,0.02,['perfuming'],perfuming
dipotassium-edta,18,0.02,['chelating'],chelating
molasses,18,0.02,[''],
rubus-idaeus-extract,18,0.02,[''],
illicium-verum-oil,18,0.02,[''],
glycyrrhiza-uralensis-extract,18,0.02,['emollient'],emollient
sideritis-perfoliata-flower-leaf-stem-extract,18,0.02,['antioxidant'],antioxidant
sideritis-raeseri-flower-leaf-stem-extract,18,0.02,['antioxidant'],antioxidant
gossypium-herbaceum-flower-extract,18,0.02,['moisturizer/humectant'],moisturizer/humectant
glycine-soja,18,0.02,[''],
azadirachta-indica-extract,18,0.02,[''],
peg-20-sorbitan-cocoate,18,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
peg-ppg-14-4-dimethicone,18,0.02,['emulsifying'],emulsifying
basic-yellow-57,18,0.02,[''],
ribes-rubrum-fruit-extract,18,0.02,[''],
paeonia-suffruticosa-branch-flower-leaf-extract,18,0.02,[''],
methyl-cyclodextrin,18,0.02,['chelating'],chelating
cholesteryl-macadamiate,18,0.02,"['emollient', 'viscosity controlling']",emollient
dipteryx-odorata-bean-extract,18,0.02,['perfuming'],perfuming
dipeptide-15,18,0.02,[''],
dipentaerythrityl-hexahydroxystearate,18,0.02,"['emulsifying', 'viscosity controlling']",emulsifying
triisostearyl-citrate,18,0.02,['emollient'],emollient
pinus-palustris-oil,18,0.02,['perfuming'],perfuming
ppg-4-ceteth-20,18,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
polyglyceryl-10-eicosanedioate-tetradecanedioate,18,0.02,['emollient'],emollient
c14-28-alkyl-acid,18,0.02,[''],
dea-cetyl-phosphate,18,0.02,['emulsifying'],emulsifying
lauryl-dimethicone-polyglycerin-3-crosspolymer,18,0.02,"['surfactant/cleansing', 'viscosity controlling']",surfactant/cleansing
crosspolymer,18,0.02,[''],
ampelopsis-japonica-root-extract,18,0.02,[''],
empetrum-nigrum-fruit-juice,18,0.02,[''],
maltobionic-acid,18,0.02,['buffering'],buffering
ammonium-xylenesulfonate,18,0.02,"['surfactant/cleansing', 'viscosity controlling']",surfactant/cleansing
momordica-grosvenorii-fruit-extract,18,0.02,['antioxidant'],antioxidant
potassium-palmitate,18,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
hydrolyzed-sericin,18,0.02,[''],
chenopodium-album-flower-extract,18,0.02,[''],
silk,18,0.02,[''],
indigofera-tinctoria-leaf-extract,18,0.02,[''],
anisaldehyde,18,0.02,['perfuming'],perfuming
callicarpa-japonica-fruit-extract,18,0.02,[''],
glycereth-5-lactate,18,0.02,"['emollient', 'emulsifying', 'solvent']",emollient
argania-spinosa-shell-powder,18,0.02,['abrasive/scrub'],abrasive/scrub
callitris-intratropica-wood-oil,18,0.02,[''],
arachidonic-acid,18,0.02,['emollient'],emollient
acrylates-steareth-20-methacrylate-crosspolymer,18,0.02,[''],
decapeptide-22,18,0.02,['cell-communicating ingredient'],cell-communicating ingredient
palmitoyl-decapeptide-21,18,0.02,['cell-communicating ingredient'],cell-communicating ingredient
zinc-palmitoyl-nonapeptide-14,18,0.02,['cell-communicating ingredient'],cell-communicating ingredient
human-stem-cell-conditioned-media,18,0.02,[''],
pentasodium-ethylenediamine-tetramethylene-phosphonate,18,0.02,"['chelating', 'viscosity controlling']",chelating
cymbopogon-schoenanthus-leaf-extract,18,0.02,[''],
hydrolyzed-malt-extract,18,0.02,[''],
methylserine,18,0.02,[''],
bupleurum-chinensis-root-extract,18,0.02,[''],
eichhornia-crassipes-extract,18,0.02,[''],
hippophae-rhamnoides-fruit-water,18,0.02,['solvent'],solvent
commiphora-confusa-resin-oil,18,0.02,['emollient'],emollient
sh-polypeptide-45,18,0.02,[''],
melaleuca-leucadendron-cajaput-oil,17,0.02,[''],
coconut,17,0.02,[''],
vanilla-planifolia-fruit,17,0.02,[''],
castoryl-maleate,17,0.02,[''],
rosmarinus-officinalis-water,17,0.02,[''],
saposhnikovia-divaricata-root-extract,17,0.02,['antimicrobial/antibacterial'],antimicrobial/antibacterial
donkey-milk,17,0.02,[''],
phenylpropyldimethylsiloxysilicate,17,0.02,['emollient'],emollient
rosin,17,0.02,['viscosity controlling'],viscosity controlling
humulus-lupulus-strobile,17,0.02,[''],
charcoal-extract,17,0.02,[''],
sargassum-fusiforme-extract,17,0.02,[''],
peg-4-olivate,17,0.02,['emulsifying'],emulsifying
propylene-glycol-diethylhexanoate,17,0.02,['emollient'],emollient
zymomonas-ferment-extract,17,0.02,['moisturizer/humectant'],moisturizer/humectant
dimethyl-heptenal,17,0.02,[''],
hexenyl-acetate,17,0.02,['perfuming'],perfuming
glyceryl-diisostearate,17,0.02,"['emollient', 'emulsifying']",emollient
sodium-carboxymethyl-starch,17,0.02,['viscosity controlling'],viscosity controlling
prunus-cerasus-fruit-extract,17,0.02,['antioxidant'],antioxidant
c15-23-alkane,17,0.02,['solvent'],solvent
cucurbita-pepo,17,0.02,[''],
lavandula-spica-flower-oil,17,0.02,[''],
ammonium-sulfate,17,0.02,['viscosity controlling'],viscosity controlling
lauryl-olivate,17,0.02,[''],
acrylates,17,0.02,[''],
helichrysum-angustifolium-flower-oil,17,0.02,['perfuming'],perfuming
jasminum-grandiflorum-flower-oil,17,0.02,[''],
laurtrimonium-chloride,17,0.02,"['emulsifying', 'preservative']",emulsifying
aesculus-hippocastanum-leaf-extract,17,0.02,[''],
polyurethane-39,17,0.02,['viscosity controlling'],viscosity controlling
calcium-ketogluconate,17,0.02,[''],
coriandrum-sativum-oil,17,0.02,[''],
strelitzia-nicolai-seed-aril-extract,17,0.02,[''],
orthosiphon-stamineus-extract,17,0.02,[''],
dipeptide-4,17,0.02,[''],
palmitoyl-dipeptide-10,17,0.02,[''],
lycium-barbarum-seed-oil,17,0.02,[''],
achillea-millefolium-flower-leaf-stem-extract,17,0.02,[''],
potassium-dimethicone-peg-7-panthenyl-phosphate,17,0.02,[''],
lauryl-lactyl-lactate,17,0.02,['viscosity controlling'],viscosity controlling
caprylyl-glyceryl-ether,17,0.02,"['surfactant/cleansing', 'surfactant/cleansing']",surfactant/cleansing
indigofera-tinctoria-extract,17,0.02,[''],
trifluoropropyldimethyl-trimethylsiloxysilicate,17,0.02,['emollient'],emollient
mirabilis-jalapa-flower-leaf-stem-extract,17,0.02,[''],
polyquaternium-68,17,0.02,[''],
magnolia-kobus-flower-extract,17,0.02,"['antioxidant', 'emollient']",antioxidant
rosa-rugosa-flower-oil,17,0.02,[''],
hydrolyzed-wheat-flour,17,0.02,[''],
hydrolyzed-cottonseed-protein,17,0.02,[''],
hydroxyethyl-behenamidopropyl-dimonium-chloride,17,0.02,[''],
boswellia-serrata-gum-extract,17,0.02,[''],
malus-domestica-fruit-water,17,0.02,['emollient'],emollient
olibanum,17,0.02,[''],
hamamelis-virginiana-bark-twig-extract,17,0.02,[''],
plant-stem-cells,17,0.02,[''],
rosa-damascena-leaf-cell-extract,17,0.02,[''],
rice-oil-glycereth-8-esters,17,0.02,"['surfactant/cleansing', 'surfactant/cleansing']",surfactant/cleansing
adipic-acid-neopentyl-glycol-trimellitic-anhydride-copolymer,17,0.02,[''],
tri-c14-15-alkyl-citrate,17,0.02,['emollient'],emollient
gelidium-amansii-extract,17,0.02,[''],
ficus-carica-fruit-leaf-extract,17,0.02,[''],
rhus-succedanea-fruit-cera,17,0.02,"['emollient', 'viscosity controlling']",emollient
solanum-tuberosum-starch,17,0.02,['viscosity controlling'],viscosity controlling
euglena-gracilis-polysaccharide,17,0.02,['viscosity controlling'],viscosity controlling
tetradibutyl-pentaerithrityl-hydroxyhydrocinnamate,17,0.02,[''],
rosa-rugosa-leaf-extract,17,0.02,['moisturizer/humectant'],moisturizer/humectant
nerol,17,0.02,['perfuming'],perfuming
ceteareth-22,17,0.02,"['emulsifying', 'surfactant/cleansing', 'viscosity controlling']",emulsifying
turmeric-oil,17,0.02,[''],
santalum-album-wood-oil,17,0.02,['perfuming'],perfuming
corylus-americana-seed-oil,17,0.02,[''],
tasmannia-lanceolata-leaf-extract,17,0.02,[''],
avena-sativa-bran,17,0.02,['abrasive/scrub'],abrasive/scrub
gossypium-herbaceum,17,0.02,[''],
di-ppg-3-myristyl-ether-adipate,17,0.02,"['emollient', 'solvent']",emollient
decyl-polyglucose,17,0.02,['surfactant/cleansing'],surfactant/cleansing
bis-peg-12-dimethicone-beeswax,17,0.02,[''],
sorbitan-distearate,17,0.02,['emollient'],emollient
hydrolyzed-beta-glucan,17,0.02,[''],
procollagen,17,0.02,[''],
bis-peg-15-dimethicone-ipdi-copolymer,17,0.02,[''],
cedrol,17,0.02,['emollient'],emollient
acer-palmatum-leaf-extract,17,0.02,['antioxidant'],antioxidant
quassia-amara-wood-extract,17,0.02,[''],
sodium-hexametaphosphate,17,0.02,['chelating'],chelating
hexacarboxymethyl-dipeptide-12,17,0.02,['moisturizer/humectant'],moisturizer/humectant
sodium-methyl-lauroyl-taurate,17,0.02,['surfactant/cleansing'],surfactant/cleansing
alpinia-galanga-leaf-extract,17,0.02,[''],
isostearyl-glyceryl-ether,17,0.02,[''],
lithospermum-officinale-root-extract,17,0.02,[''],
macrocystis-pyrifera-protein,17,0.02,[''],
bacillus-folic-acid-ferment-filtrate-extract,17,0.02,"['antioxidant', 'moisturizer/humectant']",antioxidant
polylysine,17,0.02,[''],
artemisia-pallens-flower-oil,17,0.02,['perfuming'],perfuming
glabridin,17,0.02,['skin brightening'],skin brightening
gigartina-stellata-extract,17,0.02,[''],
spirulina-maxima-powder,17,0.02,"['antioxidant', 'viscosity controlling']",antioxidant
cycnoches-cooperi-flower-leaf-extract,17,0.02,[''],
actinidia-chinensis-fruit-juice,17,0.02,[''],
decapeptide-4,17,0.02,[''],
cochlearia-armoracia-root-extract,17,0.02,[''],
salix-purpurea-bark-extract,17,0.02,[''],
ammonium-acryloyldimethyltaurate-steareth-25-methacrylate-crosspolymer,17,0.02,[''],
hydroxycitronellol,17,0.02,['perfuming'],perfuming
tillandsia-usneoides-extract,17,0.02,[''],
ppg-28-buteth-35,17,0.02,[''],
peg-90,17,0.02,"['moisturizer/humectant', 'solvent']",moisturizer/humectant
gentiana-scabra-root-extract,17,0.02,[''],
rheum-rhaponticum-root-extract,17,0.02,[''],
maris-limus-extract,17,0.02,[''],
isodeceth-6,17,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
hydrogenated-sunflower-seed-oil-polyglyceryl-3-esters,17,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
polyurethane-14,17,0.02,[''],
argania-spinosa-extract,17,0.02,[''],
khaya-senegalensis-bark-extract,17,0.02,[''],
clematis-vitalba-leaf-extract,17,0.02,[''],
colorants,17,0.02,[''],
3-glyceryl-ascorbate,17,0.02,"['antioxidant', 'moisturizer/humectant']",antioxidant
diospyros-mespiliformis-leaf-extract,17,0.02,[''],
disteareth-100-ipdi,17,0.02,['viscosity controlling'],viscosity controlling
rubus-occidentalis-seed-oil,17,0.02,['emollient'],emollient
ppg-8-ceteth-20,17,0.02,"['emulsifying', 'surfactant/cleansing']",emulsifying
sd-alcohol-40-a,17,0.02,"['solvent', 'viscosity controlling']",solvent
glyceryl-ricinoleate,17,0.02,['emollient'],emollient
pentafluoropropane,17,0.02,['solvent'],solvent
pinus-koraiensis-seed-extract,17,0.02,['perfuming'],perfuming
yucca-brevifolia-root-extract,17,0.02,[''],
steardimonium-hydroxypropyl-hydrolyzed-keratin,17,0.02,[''],
trimethyl-pentaphenyl-trisiloxane,17,0.02,['emollient'],emollient
aframomum-angustifolium-seed-extract,17,0.02,[''],
saccharomyces-caragana-sinica-root-ferment-extract,17,0.02,['antioxidant'],antioxidant
pinus-nigra-bud-needle-extract,17,0.02,"['antimicrobial/antibacterial', 'antioxidant']",antimicrobial/antibacterial
hordeum-vulgare-stem-water,17,0.02,[''],
candelilla-wax-esters,17,0.02,[''],
tetrapeptide-45,17,0.02,[''],
rubus-arcticus-fruit-extract,17,0.02,['antioxidant'],antioxidant
aralia-mandshurica-leaf-stem-extract,17,0.02,[''],
abies-sibirica-needle-extract,17,0.02,['perfuming'],perfuming
hordeum-vulgare-leaf-juice,17,0.02,['emollient'],emollient
oryza-sativa-germ-powder,16,0.02,['abrasive/scrub'],abrasive/scrub
veronica-officinalis-flower-leaf-stem-extract,16,0.02,[''],
polyglyceryl-2-laurate,16,0.02,['emulsifying'],emulsifying
arctium-lappa-seed-extract,16,0.02,[''],
bacopa-monniera-extract,16,0.02,[''],
copper-heptapeptide-14-pantothenate,16,0.02,[''],
adansonia-digitata-pulp-extract,16,0.02,"['emollient', 'moisturizer/humectant']",emollient
fraxinus-rhynchophylla-extract,16,0.02,[''],
isochrysis-galbana-extract,16,0.02,[''],
aspergillus-rice-ferment-filtrate,16,0.02,[''],
sd-alcohol-39-c,16,0.02,"['solvent', 'viscosity controlling']",solvent
adapalene,16,0.02,"['cell-communicating ingredient', 'anti-acne']",cell-communicating ingredient
sphingomonas-ferment-extract,16,0.02,[''],
alpinia-katsumadai-seed-extract,16,0.02,[''],
trisodium-ascorbyl-palmitate-phosphate,16,0.02,['antioxidant'],antioxidant
chlorella-pyrenoidosa-extract,16,0.02,[''],
sesamum-indicum-sprout-extract,16,0.02,['moisturizer/humectant'],moisturizer/humectant
hierochloe-odorata-extract,16,0.02,[''],
prunus-avium-flower-extract,16,0.02,[''],
uric-acid,16,0.02,['buffering'],buffering
eriocephalus-punctulatus-oil,16,0.02,[''],
trichilia-emetica-seed-butter,16,0.02,['emollient'],emollient
arnica-montana-flower-oil,16,0.02,['perfuming'],perfuming
beta-caryophyllene,16,0.02,['perfuming'],perfuming
stearoxy-dimethicone,16,0.02,['emollient'],emollient
pulmonaria-officinalis-extract,16,0.02,['emollient'],emollient
meadowfoam-delta-lactone,16,0.02,[''],
opuntia-vulgaris-extract,16,0.02,[''],
perilla-frutescens-extract,16,0.02,[''],
rose-petal,16,0.02,[''],
ichthammol,16,0.02,['antimicrobial/antibacterial'],antimicrobial/antibacterial
gentiana-scabra-extract,16,0.02,['moisturizer/humectant'],moisturizer/humectant
